Paenibacillaceae_1	Ruminococcaceae	Rhodocyclaceae	Clostridiaceae_1	Sphingomonadaceae	Lachnospiraceae	Rhodospirillaceae	Planctomycetaceae	Syntrophobacteraceae	Flavobacteriaceae	Comamonadaceae	Oxalobacteraceae	Ignavibacteriaceae	Hyphomicrobiaceae	Geobacteraceae	Xanthomonadaceae	Bacillaceae_1	Caldilineaceae	Rhizobiaceae	Rhodobacteraceae	Nitrospiraceae	Methylococcaceae	Nocardioidaceae	Micromonosporaceae	Enterobacteriaceae	Spirochaetaceae	Caulobacteraceae	Burkholderiales_incertae_sedis	Cystobacteraceae	Acetobacteraceae	Microbacteriaceae	Parachlamydiaceae	Porphyromonadaceae	Bdellovibrionaceae	Sinobacteraceae	Bacteriovoracaceae	Pseudomonadaceae	Neisseriaceae	Planococcaceae	Methylobacteriaceae	Chitinophagaceae	Desulfovibrionaceae	Opitutaceae	Prolixibacteraceae	Polyangiaceae	Gaiellaceae	Gracilibacteraceae	Desulfobulbaceae	Oscillochloridaceae	Desulfobacteraceae	Solirubrobacteraceae	Intrasporangiaceae	Streptomycetaceae	Clostridiales_Incertae_Sedis_XII	Phyllobacteriaceae	Desulfuromonadaceae	Verrucomicrobiaceae	Haliangiaceae	Clostridiales_Incertae_Sedis_XI	Syntrophaceae	Gallionellaceae	Peptostreptococcaceae	Conexibacteraceae	Thermomonosporaceae	Acidimicrobiaceae	Burkholderiaceae	Nannocystaceae	Gemmatimonadaceae	Rhodothermaceae	Myxococcaceae	Sphingobacteriaceae	Veillonellaceae	Pseudonocardiaceae	Mycobacteriaceae	Erythrobacteraceae	Thermoactinomycetaceae_1	Bradyrhizobiaceae	Sandaracinaceae	Coriobacteriaceae	Geodermatophilaceae	Aeromonadaceae	Methylocystaceae	Streptosporangiaceae	Methylophilaceae	Micrococcaceae	Cellulomonadaceae	Labilitrichaceae	Bacteroidaceae	Bacillales_Incertae_Sedis_XII	Chromatiaceae	Clostridiales_Incertae_Sedis_XVIII	Nitrosomonadaceae	Iamiaceae	Saprospiraceae	Holophagaceae	Rhodobiaceae	Cytophagaceae	Rhizobiales_incertae_sedis	Clostridiales_Incertae_Sedis_XIII	Hyphomonadaceae	Sneathiellaceae	Anaerolineaceae	Alicyclobacillaceae	Acidimicrobineae_incertae_sedis	Leptospiraceae	Paenibacillaceae_2	Xanthobacteraceae	Propionibacteriaceae	Aurantimonadaceae	Alcaligenaceae	Thermoactinomycetaceae_2	Nocardiaceae	Kineosporiaceae	Heliobacteriaceae	Oligoflexaceae	Deinococcaceae	Herpetosiphonaceae	Chloroplast	Clostridiaceae_4	Family_I	Cryomorphaceae	Syntrophorhabdaceae	Demequinaceae	Promicromonosporaceae	Marinilabiliaceae	Rubrobacteraceae	Family_V	Shewanellaceae	Moraxellaceae	Campylobacteraceae	Eubacteriaceae	Hydrogenophilaceae	Erysipelotrichaceae	Desulfomicrobiaceae	Glycomycetaceae	Fusobacteriaceae	Leptotrichiaceae	Thermaceae
Family_I	0.940993309760625	0.852578348870495	0.440516966373871	0.0907284750927111	0.404459356024002	0.113239110592861	0.0117316804086907	0.0025679011717558	0.614076939077463	0.307176799497492	0.0857449069671715	0.560860520749518	0.179579688769147	0.714551265572054	0.405288174762736	0.163341089431532	0.607550739996776	0.384732423450329	0.339208667521482	0.00262892894813156	0.0592293680947106	0.425258361582807	0.137062258301765	0.00173520469642351	0.299626261526466	0.639123307901163	0.372563389659389	0.24419161566969	0.871367812344541	0.606785843652386	0.501318548339894	0.376900484142281	0.229362026309605	0.36981828666328	0.00604959943827666	0.193487059233257	0.518166107980516	0.344415406699533	0.0940490909220511	0.1929528860184	0.0460552972464644	0.754167169645761	0.0203500764212152	0.657725596357873	0.554226606643123	0.963251884469278	0.0500174297944968	0.76667709741069	0.135122008597176	0.145097479948835	0.847389400145613	0.0436835750246949	0.113694461432081	0.622648272075698	0.457735271932454	0.661874562150127	0.016492930641478	0.00456081243790424	0.011939058277115	0.0279541119933915	0.267889130423231	0.112398391282185	0.764778831110007	0.11022400803689	0.335874816398305	0.974858916212447	0.342035388472376	0.114474631955804	0.373125975826256	0.337410862345068	0.845506106960519	0.0434702551352488	0.782800359130732	0.349427255977214	0.0543019635724483	0.868158939838179	0.124456984589593	0.0964583402289872	0.600772263524874	0.187791202970441	0.118011868691764	0.028999098491388	0.346505083221223	0.00590540274380423	0.0916927156200346	0.22601780757391	0.96939080427285	0.479226004454291	0.980526922942865	0.924158087199742	0.648246724471894	0.00419618579440968	0.400576581253094	0.978900090975428	0.0908593079415404	0.164865996832232	0.503155096028204	0.208376037062374	0.120376511871432	0.502286475528051	0.973954628379489	0.777115724793315	0.237243450482989	0.776024385117149	0.512510689549091	0.171154288810118	0.712812521378267	0.347782441559785	0.761406094505097	0.524110386988107	0.442870957359594	0.0196395412526831	0.71872323902471	0.946645602341001	0.251864314045584	0.833955352703136	0.959026471367942	0.511627231805484	0.178088037860489	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cryomorphaceae	0.125950161278149	0.109482759569453	0.324952228251798	0.759177094466389	0.650623276403973	0.58366685387202	0.259033089075006	0.0428852266894455	0.0306425041143413	0.795104886317652	0.642649042876684	0.549711729759089	0.0625486485210305	0.0213109771877531	0.100486097500115	0.0607751170320724	0.0905483985030836	0.0240445034045381	0.437445586563365	0.913920082068523	0.559307473408319	0.82812460228219	0.00766488457344876	0.0993969244259826	0.457877125761995	0.000150935917259342	0.452583148401403	7.17356080221614e-06	0.103638283584188	0.0271192273965011	0.647271205412983	0.204381460238739	0.623967488517429	0.580246188834882	0.00225043477921537	0.0900586804069036	0.474660099240501	0.687344353268146	0.00346567510230117	0.799910703953982	0.670440911775432	0.0900720022244467	0.956045179378046	0.336408804645719	0.285722207124901	0.797566754730223	0.00405555249922834	0.0347763725631124	0.21201237148984	3.40651978987872e-05	0.0203425834051217	0.0126762047519301	0.193392243060895	0.89574336078685	0.0391114255365328	0.660663126130185	0.379635029061823	0.326544773759628	0.251205314754683	0.793451148675701	0.231856589729845	0.394556739779344	0.125766972312868	0.927030223814598	0.000804972478854765	0.101876950197896	2.0844660796012e-08	0.481232427832953	0.00809555837670544	0.967900936852898	0.00390105371317671	0.125841548566839	0.319713670183452	0.828491568153738	0.496823798931543	0.612423244880116	0.0263953204699092	0.0107317583783041	0.0705924608261861	0.0157813537861652	0.205171213613427	0.140384237590968	0.206815096723467	0.955655119246965	0.104714482495212	0.0548623714630309	0.000898969619410105	0.29362663506364	0.351419910737253	0.620039113223652	0.542254662628191	0.26118014236149	0.00758093225501744	6.12011843928805e-05	0.299364869822407	0.00323741260248627	0.839751597546246	0.706374953568193	0.0705741773494576	4.98985331133674e-06	0.202261281919425	0.708221512496604	0.673113597228266	4.58691995159314e-05	0.155253271534198	0.6799615528732	0.481159746079948	0.092106962664962	0.787596658200644	0.773641707238521	0.374571364665095	0.174800825594747	0.637332223581627	0.321119444618154	0.215991951492234	0.546934132858478	0.0116362282163128	0.844447677702982	0.144418055441263	0.420884708403195	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Syntrophorhabdaceae	0.721947617164655	0.283025829640268	0.407180203105464	0.310915888287473	0.239586699633696	0.202545098933617	0.453398354753251	0.984559853504755	0.00745846387218822	0.759194271327951	0.0688203445345572	0.371060469870536	0.00180539492337638	0.252561544574134	0.41996116146959	0.681874818433569	0.092323691480196	0.0110035952199808	0.0455868176853038	0.0924155473899853	0.869189273592046	0.219661246398133	0.076832883215684	0.787747105998164	0.385208413754997	0.0614292021160692	0.445899422384672	0.00376705539798558	0.408931536809996	0.850299307960927	0.479868572283317	0.596760183354707	0.980603341313748	0.772073168089498	0.472638121338279	0.00112345955501521	0.0459248318183641	0.612135009252234	0.000613953991556965	0.99641771640168	0.33432161960029	0.294791763314137	0.842473656891581	0.276742485024915	0.120317190920043	0.00636539061316551	0.000604743739559021	0.0741283654703459	0.951680364152033	2.07985402577504e-06	0.00126943727035287	0.193779283614369	0.815002280225358	0.824699657432824	0.00936625693447388	0.143869785829155	0.515676030119714	0.202705498845815	0.200017684953073	0.940181820274617	0.127374663118859	0.120789999963015	0.412443424051087	0.0377013157971531	0.138541953120661	0.665519465175374	0.0225288376435339	0.204199122104445	0.00615940261216798	0.140426195149044	0.417858225401412	0.119358815688693	0.347454629145512	0.361144300658265	0.338119074283058	0.638511093167782	0.061221274184798	0.0191683812793558	0.1620324552397	0.000260281351821046	0.923777746999882	0.274830099493562	0.968184537158836	0.687019913138137	0.00634990200551533	0.326930998096127	0.0672394595326317	0.371306029813418	0.0963935764623121	0.0861097059664202	0.0437909904502519	0.144952921861091	1.78102987500751e-06	0.442213736375794	0.554266869570099	4.12711684232129e-05	0.967801417588405	0.255145975472255	0.368887276101764	0.0483385568672999	0.196309032459394	0.747856379924486	0.0609055368830613	0.960548013488988	0.0539036652720198	0.234895230540098	0.734076132162758	0.053274953884097	0.534275838606516	0.112683145022448	0.378863405119477	0.636733949162154	0.803043035444527	0.846464671351464	0.0887700626454479	0.703955323291233	0.469644036426486	0.0264845629332165	0.0352588920803811	0.434834747194539	0.027930077575834	0	1	1	1	1	1	1	1	1	1	1	0.762521457990654	1	1	1	1	1
Demequinaceae	0.302315413918157	0.403381226231444	0.418362770718504	0.689766812904639	0.828431657931422	0.722395404314982	0.748355716326146	0.117039878666522	0.720412217190759	0.715551580302497	0.287618644857649	0.316874831714226	0.900081367616235	0.00457686261534191	0.682473069130333	0.025758161935187	0.675767946253986	0.793135232222859	0.227410750264506	0.409234147927346	0.633504300359142	0.226851324972287	0.000841692568457654	0.828950526238974	0.395530655706419	0.558858786683004	0.152470344720193	0.354398084461196	0.114141545460319	5.36747362679821e-06	2.28574940215818e-06	0.95189776547232	0.709472829315871	0.869047795608378	0.288880443856647	0.604500176129032	0.717523614465886	0.688435274103446	0.750734523603426	0.707589624564356	0.516368958284816	0.0907195945840079	0.971308799450364	0.167208014033199	0.85704338324496	0.996845643178234	0.79720888318345	0.904856116755109	0.630115221981253	0.800482913679309	0.495029126280252	9.50854998773994e-05	0.223999703288482	0.160851263022657	0.0580837767365699	0.343798602224126	0.404323526699241	0.540245624898035	0.702689241766541	0.856897693186603	0.381640969580645	0.300260224297242	0.00622899369833285	0.208126326189063	0.306158559611202	0.0939702354013492	0.288174459509115	0.410061626330261	0.560442445263947	0.312566720809354	0.0130593597488761	0.480240680979881	0.55348968947838	0.974993334347091	0.922179312020873	0.431923378803065	0.618097036600867	0.883774645619215	0.952270876289082	0.321136355590843	0.340628614003069	0.522065621478067	0.541740248391011	0.548385481972125	0.15645191081079	0.00750605537099715	0.325324636005761	0.344236525422711	0.380545470970543	0.366190764828702	0.592496483838029	0.552996338744737	0.65421297505388	0.158457001564396	0.403626692895352	0.940453194131311	0.119933114708336	0.142081613100234	0.195865089829378	0.585683113167265	0.997687724496803	0.865126491132288	0.436799465958638	0.000350645592555364	0.940441589324965	0.180648239883478	0.907238117423843	0.2894523378392	0.0321371534791093	0.2702542874169	0.639373213415244	0.156589511988695	4.46213696969287e-06	0.543938651704637	0.610933807701985	0.320916255817449	0.0390963525275448	0.42210545313885	0.265678279102774	0.716683207199493	0.0596577178938213	0.725338985380123	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Promicromonosporaceae	0.871251391494593	0.0194533106211789	0.393434343752202	0.536998455952328	0.182478310075461	0.148673139600511	0.185322278806696	0.425506547359029	0.0808062423116594	0.239584682544672	0.282613285453874	0.508214366653644	0.0307170062581131	0.103844781393091	0.207238272617173	0.935821048589113	0.566397625722099	0.00938364566312376	0.298098644038065	0.0996194791648786	0.338812078512963	0.355132867322485	0.0907904748419013	0.506253187282774	0.826869326555488	0.2785365033882	0.135175248292117	0.0202973957029224	0.148697538313287	0.258290230937622	0.458559211077694	0.153901072896751	0.606010708235615	0.384230417362902	0.565837428966175	0.369932327749216	0.316169322130784	0.627498887825589	0.00167997683829104	0.849579413182144	0.314760078050514	0.335902905305398	0.0929258954427379	0.947185441045029	0.182402758140131	0.14111015952661	0.0316882158638826	0.132411012354606	0.292641394366967	0.00140946915765654	0.0862158655087901	0.078383147827461	0.670518119774827	0.908741934008559	0.134550140671303	0.248220462247006	0.29344415452267	0.223495298274595	0.375036280406446	0.540396682246925	0.613701401479543	0.295662984099137	0.438114448182114	0.0101363439518306	0.210976670403753	0.882096009379276	0.0319012918426996	0.934180421026981	0.0791949383583102	0.689821097773026	0.577355665897969	0.090154012950557	0.374832177206049	0.259875621878692	0.229664143866099	0.247703748611275	0.328227172278687	0.225099075397991	0.350890114388848	0.00172410856058537	0.527524047046048	0.961484769853863	0.613777071645665	0.384187600901827	0.0228207721034755	0.0765784523811824	0.0203155110546282	0.803693205546685	0.320183672520286	0.667457352109918	0.398373221604549	0.13067416042258	0.0036288608582486	0.181014432517047	0.936666184852293	0.0686251421292248	0.361577449095979	0.378448518527863	0.0355204432858761	0.0117299466773721	0.00301401342290092	0.878372917625237	0.927478900532601	0.525283843349291	0.272248120430981	0.499692984839191	0.993618005074258	0.0236849928909985	0.473394768448445	0.161401734067514	0.56942806588918	0.726839482576905	0.664268233433333	0.661342916508396	0.691428899046452	0.285788342487185	0.645289137252879	0.0920177414482582	0.305702811665115	0.145474310002776	0.0705495644504329	0.00553798879884694	0.756009077896249	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Marinilabiliaceae	0.99391539502325	0.907210567482784	0.757169317510266	0.00062125726662915	0.104822227672553	0.000658091885722657	0.0318360111613914	0.183137295225399	0.233915272009648	0.416348619104663	0.000115527866280861	0.00015550045930795	0.0313463603315884	0.0503102117061226	0.00123176945911124	0.0482002321971228	0.278915081086248	0.00795047582392402	0.000583679199943564	0.000114223352758806	0.0351297423164847	0.00879118476713146	0.189128938641496	0.109551989229999	0.301558253786048	0.773180755926975	0.406617645011961	0.00835309564050724	0.153806544985101	0.734804215512483	0.353989677476326	0.318537288665339	0.554667620708476	0.30195664316643	0.827431206135966	0.683657418389973	0.000273894816725648	0.15357161802471	0.000943309345768679	0.0151293369865926	0.114732875296724	0.127201919079653	0.595026365461281	0.107169852588095	0.803179794526392	0.0815603088069759	0.000338593275394639	0.201328141938741	0.00191146940977935	0.00896963071145988	0.152836291752802	0.141060348907539	0.56441851845256	0.201311527388329	0.537107090319063	0.211724549247171	0.403757023898556	0.011775327289629	0.0029565492693414	0.107161717189482	0.0331657293891726	0.00108665143549369	0.77172633818522	0.00012450192357331	0.947050712398915	0.0625053959694566	0.00363560926304441	0.00488898935466754	0.0197469528938789	0.0184641221565359	0.119324761186569	0.0256171914885926	0.0183972760613777	0.479176105618539	0.0567657598263186	0.605660610313571	0.0162167259083965	0.00163663201380746	0.00656590571106912	0.00677338559346024	0.0135728052929474	0.756290145070868	0.123735893776003	0.467766179302533	0.0307249134399844	0.265945687833221	0.057697134050468	0.485451707116905	0.00670323610125008	0.0179735297781462	0.676818786838831	9.99141492670947e-06	0.0741957550192728	0.834529342679629	0.00117928603935648	0.00264703916722913	0.239724151058568	0.00597231686274486	0.00315590967831432	0.246799475027211	0.231700679999152	0.754540219778801	0.395011446088517	0.908659794241562	0.385879627380627	0.0180204305446535	0.923999036648357	0.389487076048229	0.00837303778511979	0.78319957328216	0.784863932211599	0.44107819501847	0.253267343570367	0.567595493730355	0.00173039374532083	0.0800120162496256	0.493010233204866	0.000456687830430091	2.37754402373216e-06	0.0144924822630677	0.16335917073048	0.127190019482826	0.844311105518324	0.0841725045021456	0	1	1	1	1	1	1	1	1	1	1	1	1	0.282612299013199
Rubrobacteraceae	0.0312603563766139	0.300124050219813	0.149442356479524	0.0656650328174165	0.71307439694123	0.0279205261000848	0.0227637923063072	0.728394795852916	0.89094179523146	0.266553213688223	0.437723385425126	0.992961900453748	0.430926734099061	0.0621130452811663	0.085650691193971	0.463933021791142	0.0135002715634891	0.419684495529307	0.289791019552084	0.935286583752426	0.0358086137126451	0.660586710878262	0.599723866274855	0.75682546207021	0.438322536508359	0.299435891052214	0.375473963508299	0.00122208360236498	0.0696669096659797	0.140629131390449	0.468011195568096	0.0607091244739619	0.125628738063681	0.583634434050816	0.147982092266734	0.0526676691882193	0.351775223123134	0.845847115980579	0.117681503473269	0.683292845456721	0.688043736232344	0.0852592560613092	0.0373996598744089	0.0147961597912619	0.696728143058596	0.992525737797711	0.0113405782564075	0.516417660114169	0.531307226738391	0.0450592173207928	0.417066257700329	0.655313994528029	0.334415581579303	0.126685448316632	0.0242335991005933	0.896400370983737	0.576976857124648	0.0131732468439592	0.686374334253808	0.175392063356566	0.585415563544643	0.0630509321381796	0.109766830891735	0.588766227716787	0.055081596303882	0.525595212757131	0.00545771323214039	0.9405515088905	0.526168041555741	0.544177458979965	0.14826868525459	0.0112161438224265	0.0636774720661713	0.120631180302725	0.101352548893945	0.349693475774517	0.0957233300452775	0.00951018025083555	0.00561821724736067	0.427735939712918	0.516188356694566	0.657199847853853	0.0691240961916458	0.92739868293265	0.886640713853232	0.837528688024999	0.415872757481115	0.759959313179978	0.138149196590096	0.752165155346569	0.880423701742874	0.627798121941676	0.483725267055388	0.0709167477813871	0.0599218218536346	0.387857606002344	0.107441830593763	0.924544778264675	0.00713011430840036	0.135222993398117	0.482920165712593	0.0485711856845058	0.140099406787655	0.0342601219777111	0.305212943550885	0.527186862676097	0.717400547325487	0.979932519085963	0.478656147210339	0.360668656088511	0.192743732412606	0.745701056575773	0.302272973341419	0.139544348826817	0.265981471155905	0.183235078530997	0.318563796187366	0.475971422276669	0.449918973068133	0.975212636868149	0.0262789981629355	0.126008482893203	0.231238561535735	0.0730010049145829	0.530460276078055	0	1	1	1	1	1	1	1	1	1	1	1	1
Family_V	0.876025348937905	0.939436053404308	0.982121298480176	0.0065518426857078	0.600214055091318	0.00682311157281914	0.136239718018709	0.159595798837017	0.0719381871950781	0.602610527094163	4.6909648455572e-05	0.001914947962009	0.00956598721760292	0.0426388422077667	0.0151153332116846	0.002706670777813	0.0928080345664177	0.0226687015536363	4.99080519112917e-05	6.78059183194969e-05	0.276618490180592	0.0838804376364342	0.247364653761028	0.366376236593978	0.211840286482819	0.180839227128008	0.586920991635982	0.0110504375479726	0.414916678914735	0.296232098415943	0.0709208662929078	0.122287004323253	0.497560032950008	0.227948221817592	0.658888694082706	0.130688140680117	1.87180993324147e-07	0.591545162875493	0.00154306986404591	0.0906602900772884	0.0510500623791444	0.510660101313689	0.454915947347532	0.667665221704829	0.41199322527708	0.0116786937717785	0.000616250967457728	0.699224355022154	0.3703609691559	0.0119775271742714	0.0191036026068268	0.0740912014010533	0.636701996817446	0.534054819384739	0.101681245502321	0.38493995181617	0.876954162565313	0.0946853274874391	0.249135318729981	0.659941710153603	0.0216086996543574	0.00899030312223442	0.40180955457696	0.00228780078275923	0.54800207007903	0.135013932145773	0.0136419767593053	2.48679465977091e-05	0.083426469942078	0.135004453644572	0.0991340983558427	0.00748799399620514	0.223615979034535	0.0863489740363401	0.0177730865887148	0.852916935678455	0.0130644934501539	0.000413205030937168	0.055098080113751	0.00263776815830939	0.339744470349833	0.536259655730136	0.79967834858896	0.897932015682168	0.0140685993976011	0.817591811940179	0.0858550106059343	0.72828962730347	0.0359657066916395	1.4674266931557e-06	0.559793435537674	7.80965544030176e-05	0.0222774477927035	0.101180325410382	0.0107209063579848	0.00571212381408383	0.935572921949507	0.00651516859565924	0.00958333458625432	0.289684331695148	0.440369289352665	0.565925563212012	0.322468423345571	0.0547625389401867	0.472476081465515	0.0857997139624814	0.815494574042957	0.128356852829109	0.0326307223587247	0.0169535574044996	0.238646512620971	0.415870663523057	0.0969011171614272	0.23911939175938	0.0015334338441984	0.438516731612815	0.0428444531009941	2.79702179726476e-11	3.66348642193595e-06	0.340745200369032	0.287047130441576	0.0119416248221711	0.972278367654883	0.154682525336121	0.000246762085140898	0.336906070221678	0	1	1	1	1	1	1	1	1	1	1	6.29178221107647e-06
Shewanellaceae	0.883107770373093	0.88891745527925	0.395932227926563	0.543496067174654	0.0628112713504569	0.475976764808509	0.0958738212876187	0.256261630800812	0.863502242119902	0.825242251159412	0.226120039371924	0.339211831688424	0.120601872888122	0.692678032582112	0.693023853283107	0.255370428873424	0.59197708764633	0.102422191093591	0.175500875008044	0.0625680396397971	0.129566123198547	0.0638252745112951	0.990312419729148	0.275650898124756	0.607616876506432	0.872224860897683	0.48015564751054	0.099801885385612	0.82560638208428	0.358840420057101	0.759626412917421	0.797121166378484	0.935158885965541	0.449310298905688	0.421875327047957	0.184183272044801	0.94270170526936	0.607130902747697	0.43042704761514	0.302536323897144	0.741673652060499	0.868658404978433	0.48458790393668	0.957778580532516	0.646715802129142	0.474788835841776	0.173045456691293	0.876938298045468	0.194640630330508	0.0126128153443664	0.783247723195207	0.559354685198359	0.71441794604813	0.895051080642402	0.862890787443409	0.73152910645539	0.78379741272948	0.0676473894209457	0.448200589547673	0.696949593315181	0.190948127775612	0.529138915120601	0.607918076864261	0.0197049294269633	0.799240689102895	0.533140308228877	0.155789594278917	0.454348214453922	0.145509384272297	0.813998303146455	0.81608660319976	0.255446741561824	0.187285857141105	0.965342583364305	0.0495769554872629	0.904060362450841	0.183846143395245	0.355525228010302	0.229715616764185	0.0918738987707404	0.235162786673445	0.451143804526552	0.301600815993587	0.688154811312755	0.105741607548354	0.474629638336132	0.450914647587825	0.687042304818176	0.323904085810121	0.715643753300398	0.941172510233509	0.232604648557339	0.0925610942924933	0.774650412085825	0.878710340753089	0.120784102573417	0.210158739118866	0.0935348042176107	0.393784314110745	0.584218475168746	0.851959848890396	0.851139938476429	0.637181522037681	0.693508321108892	0.962362275455085	0.0060928288100988	0.382322276024662	0.420848571792251	0.899306265604486	0.483176856836356	0.51043262106345	0.283703148388972	0.931366110876092	0.90898586426063	0.897574306274719	0.26677397376212	0.916528338982787	0.602112438453742	0.455987682300698	0.152665212363607	0.473792769606938	0.00681140277639781	0.404096209986416	0.00298759594798653	0.186426582380006	0.183526113217734	0.69079613072485	0	1	1	1	1	1	1	1	1	1	1
Moraxellaceae	0.744680804548583	0.64836342612339	0.591332056679767	0.945653570077768	0.197450910383198	0.888305186515592	0.985250787488603	0.237519268958139	0.52128642353096	0.72588418132078	0.34597716010272	0.514761679796803	0.203588905934837	0.0295218094472241	0.40172552941977	0.85564902884523	0.00430344913695589	0.255601769294944	0.0892208910100243	0.93481240740403	0.34338275302098	0.514217708056862	0.290099184101841	0.0656947556381119	0.526710526411807	0.342959815655559	0.303537704053639	0.141693152318797	0.996002823046178	0.558186392759926	0.243933091473746	0.344135564637208	0.966595977842099	0.843647579555229	0.727440238273462	0.488657607398565	0.0307186547363107	0.27607304202118	0.319968743373909	0.32241150244339	0.625576055659182	0.639413880165654	0.361998970013909	0.631425039773951	0.102002589126007	0.317829242326628	0.18440282223204	0.405446365844703	0.995091883731921	0.122722621813929	0.210995324014303	0.622573259168886	0.575715770657153	0.577621439970604	0.45065600804761	0.412122700010418	0.430786638962983	0.547639191425088	0.251307952171216	0.422166084597181	0.147288778590007	0.612730715115304	0.591918382101866	0.366229955734213	0.343256953281378	0.567855070834434	0.204467747244781	0.257611948611078	0.165530884769264	0.969585230978605	0.60315489485378	0.845054737886086	0.30736847457156	0.914877472862395	0.987894784187074	0.959824945658229	0.172565584420784	0.152783769666565	0.0281795022631769	0.101108886752939	0.221618625924563	0.834311553455419	0.554816987947554	0.388536765283006	0.934340924729252	0.0913748783998832	0.149107245919481	0.146593794722531	0.0637142116962633	0.637285398655854	0.195016834666407	0.335692141962293	0.219487144045447	0.278609670288074	0.247374840491024	0.529898076745328	0.251095226831179	0.814506590309537	0.901156525408249	0.175984647614768	0.149425451921659	0.699405748828633	0.547519222688513	0.436609089136696	0.889425941632082	0.617979074874313	0.287103335020166	0.181326225173164	0.940620133929254	0.536057687260537	0.52139637549674	0.721223376585686	0.605162848965405	0.729228294619296	3.75239417484637e-05	0.972572300840875	0.831175997308487	0.555693695647331	0.1184001498216	0.703393752847084	0.132250018690971	0.397062059265411	0.412931871707764	0.729647578200821	0.23609923359502	0.636559632131093	0.126180956780259	0.205528372466611	0	1	1	1	1	1	1	1	1	1
Campylobacteraceae	0.959225558940565	0.491410147725602	0.0259110522363648	0.0438476762065201	0.643333875481617	0.00858688103561853	0.215428567987136	0.944027977457047	0.606044397668161	0.00248008957508963	0.198974264676005	0.14783156077399	0.990916568926354	0.275597692083977	0.420384420031465	0.633308964577693	0.867149613587116	0.0351045599069354	0.317881586367387	0.160724992310227	0.207520431136128	0.780211380876716	0.286496606986669	0.402395386133902	0.0290524677526053	0.602008752058024	0.342290195671508	0.447063555552676	0.672571535574431	0.993122324397797	0.902407930883673	0.826020515185142	0.460166984923031	0.728800850804846	0.732936687678343	0.767355646145392	0.340587135561169	0.773585038348232	0.135922370088898	0.724464406490874	0.622918668590338	0.437631113834186	0.448320607017237	0.178835531295405	0.836862248554618	0.630374434936444	0.288167112349612	0.322226588150614	0.129096167406327	0.137816345370611	0.850472106017356	0.815771104645926	0.81080802592413	0.818826157903385	0.880304255396027	0.99323805301324	0.656597200711481	0.337436098631274	0.350824092156662	0.379462309623132	0.782790379947189	0.0498726596457226	0.0571900571889786	0.0969561025412554	0.948805589119783	0.816606882630244	0.251521239550065	0.284698119173669	0.289870452560425	0.887572732004219	0.955570875765011	0.266757847942607	0.40886456476524	0.639034847735287	0.319035198760426	0.170543697389726	0.964689067325474	0.906868432203546	0.164450858223993	0.545644554172487	0.139815482059889	0.112668464135116	0.380971158669294	0.711400064011167	0.698901808199412	0.623925101165544	0.716713462514676	8.42697191756885e-07	0.377904443990768	0.414020947873231	0.740400473748912	0.306252833268302	0.788547644406626	0.507918082826229	0.229995777312235	0.0596291607699173	0.665714081481554	0.185303749586494	0.217260151387781	0.412816002632624	0.511913246409843	0.94232587026538	0.61435861230364	0.542793486367176	0.270183251232843	0.0466255593832575	0.759353844051136	0.614593602267728	0.448262991779539	0.653574363300009	0.777905950037705	0.897165130070592	0.366567737245206	0.830796253634151	0.242918662375904	0.527681219542668	0.73867442921604	0.254034668358187	0.143686828129988	0.550051615800695	0.318032668684983	0.166280323974481	0.637722778460528	0.0601918963549264	0.110768254731391	0.0601870645599111	0.266999741598095	0.191267782077252	0.79509979929263	0	1	1	1	1	1	1	1	1
